source,system_time,msg_time,x,y,theta,v,omega,ax
odom,1775706514.5306187,1775118243.0222514,-1.1703182835812602,0.8914234114026752,2.672407979025681,0.38111005672021675,0.0597061079279546,0.0
odom,1775706514.5490599,1775118243.0402513,-1.1761816367636924,0.8949404305214517,2.6731840966154645,0.3803383555365572,0.054691362724585024,0.0
odom,1775706514.5689614,1775118243.0512512,-1.1797257707248545,0.897244102296605,2.673531108823894,0.381056281364589,0.0514129475723935,0.0
odom,1775706514.588398,1775118243.0682511,-1.1853479673034275,0.9006230937750729,2.6738931727308697,0.3831238653069069,0.03858381164692644,0.0
odom,1775706514.667112,1775118243.0992513,-1.1956560843598232,0.9064790749727845,2.674517731716169,0.3825127127601619,0.030164722988638086,0.0
odom,1775706514.6678538,1775118243.1212513,-1.2028006349434897,0.9108329534466654,2.6742722624235875,0.3810377566120914,0.02152059586481108,0.0
odom,1775706514.6733162,1775118243.1372511,-1.2079255892546334,0.9141303232916728,2.6738808921694157,0.3803207074286921,0.01583427878987014,0.0
odom,1775706514.6738853,1775118243.1492512,-1.2117140191769835,0.9167127770740652,2.673416961036439,0.3799771931492412,0.01122680098155152,0.0
odom,1775706514.689072,1775118243.1662512,-1.2171779890712764,0.9201928043328321,2.6729429999699987,0.3798056954348506,0.006873804744688605,0.0
odom,1775706514.7094836,1775118243.185854,-1.2235167011075194,0.9241321090360805,2.672488298188451,0.37972038023500787,0.004867685542063208,0.0
odom,1775706514.730679,1775118243.2054176,-1.229841242909346,0.9280657339034553,2.672034683633781,0.37967798583346973,0.0039435699525125194,0.0
odom,1775706514.7483997,1775118243.2250457,-1.23618650067295,0.9320121051948538,2.671586069977853,0.37965697733956627,0.0035189949211589817,0.0
odom,1775706514.7721403,1775118243.2446756,-1.2425315410818538,0.9359601714012468,2.671142864090839,0.37964661654915477,0.0033252462358573684,0.0
enc,1775706514.7869203,1775118243.2022512,-1.2405289408026943,1.2414763433216507,2.5891925620953162,0.3816272551622863,0.0,0.0
imu_raw,1775706514.7910607,1775118243.2692513,0.0,0.0,2.8401834877472414,0.0,-0.005326484731572403,-4.257020465712454
mag_raw,1775706514.791219,1775118243.2402513,0.0,0.0,2.671659286401182,0.0,0.0,0.0
enc,1775706514.7916477,1775118243.2582512,-1.2455673093198794,1.2445912926470963,2.5878651630825584,0.10577711963737285,-0.02370355622126008,0.0
odom,1775706514.791803,1775118243.2022512,-1.2281118203902812,0.9287315722777865,2.671016784664731,0.3806334169755153,-0.003351607377218427,0.0
imu_raw,1775706514.7925415,1775118243.3462512,0.0,0.0,2.83536435677441,0.0,-0.06258619559597574,-3.2274823328348643
mag_raw,1775706514.7926207,1775118243.2782512,0.0,0.0,2.7028185072541233,0.0,0.0,0.0
ekf_slam,1775706514.7927248,1775118242.7260463,-1.2492277973471193,0.6861754492643617,2.6759318273978474,0.0,0.0,0.0
enc,1775706514.793264,1775118243.2862513,-1.2465375874999747,1.2451911628932433,2.5878651630825584,0.04074048725529066,0.0,0.0
imu_raw,1775706514.7933528,1775118243.3842514,0.0,0.0,2.833745100864572,0.0,-0.04261187785257922,-1.5850098696859645
mag_raw,1775706514.793461,1775118243.3172512,0.0,0.0,2.7028185072541233,0.0,0.0,0.0
enc,1775706514.7937515,1775118243.3392513,-1.24709858208854,1.2455379953468977,2.5878651630825584,0.012444367016161513,0.0,0.0
mag_raw,1775706514.7938437,1775118243.3552513,0.0,0.0,2.7028185072541233,0.0,0.0,0.0
enc,1775706514.794085,1775118243.3672512,-1.2472307459935348,1.2456200302235605,2.586087404116412,0.005555520989357818,-0.06349166844980364,0.0
mag_raw,1775706514.794164,1775118243.4582512,0.0,0.0,2.620195049776166,0.0,0.0,0.0
enc,1775706514.7943885,1775118243.4202514,-1.2472307459935348,1.2456200302235605,2.586087404116412,0.0,0.0,0.0
enc,1775706514.7946625,1775118243.4762514,-1.2472307459935348,1.2456200302235605,2.586087404116412,0.0,0.0,0.0
odom,1775706514.8083394,1775118243.2402513,-1.2344884602053572,0.9325255425220434,2.6705258867741253,0.19483400696083225,-0.010776477324664937,0.0
odom,1775706514.8944092,1775118243.2582512,-1.2359642454224353,0.9336277120582235,2.6701792438755425,0.10843302383602794,-0.016190000807272193,0.0
odom,1775706514.8950737,1775118243.2692513,-1.2365608409223867,0.9342760106305933,2.670050269174743,0.08293857102815058,-0.01405843533230509,0.0
odom,1775706514.895355,1775118243.2862513,-1.2370348444681982,0.9348413164094137,2.6699848320916613,0.0455672758622474,-0.008452615428253495,0.0
odom,1775706514.8956623,1775118243.3172514,-1.2375848987691815,0.9354581819285598,2.6697250954592344,0.02832308596617844,-0.008537707145663372,0.0
odom,1775706514.9081979,1775118243.3392513,-1.237630415697446,0.9357963636571645,2.669441327128682,0.01874491473664081,-0.01112383547449876,0.0
odom,1775706514.928379,1775118243.3552513,-1.2375506655180968,0.9360722126913902,2.6687552869052023,0.013365701093417219,-0.03271838954010706,0.0
odom,1775706514.9496474,1775118243.3672512,-1.2373474581790729,0.9364608688973117,2.667565402724651,0.009404789519401085,-0.04906622701092972,0.0
odom,1775706514.9682574,1775118243.3842514,-1.2371687220840173,0.936868724035043,2.6664320623466184,0.0065716556729651715,-0.04583090637896478,0.0
odom,1775706514.989477,1775118243.4202514,-1.2369969584551321,0.9372565487836579,2.665390710554655,0.003269430623817843,-0.02610726712809197,0.0
odom,1775706515.0083108,1775118243.4582512,-1.236784734584486,0.9376218492337114,2.6645866940400036,0.0016176102713187136,-0.017133224551200192,0.0
odom,1775706515.0284019,1775118243.4762514,-1.236553456407376,0.9379606440918643,2.664120633571071,0.0007964820598021217,-0.01298352257350121,0.0
odom,1775706515.100768,1775118243.495965,-1.2363286026502418,0.938306227647258,2.663594577989753,0.0003873540078330449,-0.011068134132064663,0.0
enc,1775706515.1032102,1775118243.5042512,-1.2472307459935348,1.2456200302235605,2.586087404116412,0.0,0.0,0.0
odom,1775706515.1034155,1775118243.5156462,-1.2361087511124937,0.9386468279789063,2.663071681564763,0.000183805346187347,-0.010181255883244285,0.0
imu_raw,1775706515.103539,1775118243.4872513,0.0,0.0,2.8386827486447683,0.0,0.04793836258415163,-0.6656083742790002
mag_raw,1775706515.1036232,1775118243.4962513,0.0,0.0,2.623309232347425,0.0,0.0,0.0
enc,1775706515.1038718,1775118243.5572512,-1.2472307459935348,1.2456200302235605,2.586087404116412,0.0,0.0,0.0
odom,1775706515.1039865,1775118243.4872513,-1.2358961779765345,0.9389667289653089,2.6628217098553546,9.356124748438372e-05,0.003658722935030079,0.0
imu_raw,1775706515.1040668,1775118243.5642512,0.0,0.0,2.8335970274479076,0.0,-0.0660484106714978,0.5985686819055757
mag_raw,1775706515.104128,1775118243.5732512,0.0,0.0,2.603611531340793,0.0,0.0,0.0
enc,1775706515.1043339,1775118243.5852513,-1.2472307459935348,1.2456200302235605,2.586087404116412,0.0,0.0,0.0
imu_raw,1775706515.1096473,1775118243.6022513,0.0,0.0,2.833900637931002,0.0,0.007989727097358604,0.24421602221747488
mag_raw,1775706515.1097667,1775118243.6762512,0.0,0.0,2.640433112807272,0.0,0.0,0.0
enc,1775706515.1108544,1775118243.6382513,-1.2472307459935348,1.2456200302235605,2.586087404116412,0.0,0.0,0.0
odom,1775706515.111008,1775118243.5042512,-1.2356807377960484,0.9393076329463194,2.662519056504299,4.391264828697996e-05,0.004365823310658016,0.0
imu_raw,1775706515.1110919,1775118243.7052512,0.0,0.0,2.837631305142706,0.0,0.036220096174692344,0.057462593462935266
mag_raw,1775706515.1111646,1775118243.7142513,0.0,0.0,2.6465448177413293,0.0,0.0,0.0
enc,1775706515.1114693,1775118243.6932511,-1.2472307459935348,1.2456200302235605,2.586087404116412,0.0,0.0,0.0
imu_raw,1775706515.1115656,1775118243.7822514,0.0,0.0,2.8330787502976476,0.0,-0.05912398052045367,0.14844503311258278
mag_raw,1775706515.111627,1775118243.7532513,0.0,0.0,2.6465448177413293,0.0,0.0,0.0
enc,1775706515.1118302,1775118243.7212512,-1.2472307459935348,1.2456200302235605,2.586087404116412,0.0,0.0,0.0
mag_raw,1775706515.1118946,1775118243.7912512,0.0,0.0,2.5968132822578873,0.0,0.0,0.0
enc,1775706515.112113,1775118243.7742512,-1.2472307459935348,1.2456200302235605,2.586087404116412,0.0,0.0,0.0
enc,1775706515.1123147,1775118243.8022513,-1.2472307459935348,1.2456200302235605,2.586087404116412,0.0,0.0,0.0
odom,1775706515.129189,1775118243.5572512,-1.2354661720654303,0.9396469570199407,2.6615864490674146,9.464754579701237e-06,-0.010193604793170096,0.0
imu_raw,1775706515.1400769,1775118243.8202512,0.0,0.0,2.8339086137447143,0.0,0.021838587399446854,0.3304099124118778
odom,1775706515.1498168,1775118243.5732512,-1.2352516213563964,0.9399835825646555,2.661046547828566,-4.662470275427053e-06,-0.01054576186754976,0.0
enc,1775706515.165785,1775118243.8552513,-1.247702398319008,1.2459022229769428,2.602419146124468,0.01037030584680126,0.3081462308763803,0.0
odom,1775706515.1685815,1775118243.5852513,-1.235073108486062,0.940253847272194,2.6608523572285327,-9.015968172744315e-06,-0.007747155201291594,0.0
imu_raw,1775706515.1766264,1775118243.8592513,0.0,0.0,2.8458221063071996,0.0,0.3054738993556773,-0.0909824396496475
mag_raw,1775706515.1824665,1775118243.8682513,0.0,0.0,2.660580855808699,0.0,0.0,0.0
odom,1775706515.1881976,1775118243.6022513,-1.2348913140995672,0.9405300039128406,2.66071880262214,-1.0986996435429862e-05,-0.002596460625094125,0.0
enc,1775706515.1941,1775118243.8832512,-1.2478365889374208,1.2459808988735217,2.6113079409552014,0.0055555209893578174,0.3174583422490182,0.0
odom,1775706515.2118733,1775118243.6382513,-1.2347173843046093,0.9407931088066184,2.660656024160797,-1.4959655797225935e-05,0.0009222116859432298,0.0
imu_raw,1775706515.214246,1775118243.8972514,0.0,0.0,2.8548696987034172,0.0,0.23809386750128642,-0.40702670369579147
mag_raw,1775706515.2187855,1775118243.9062512,0.0,0.0,2.660580855808699,0.0,0.0,0.0
enc,1775706515.2216778,1775118243.9112513,-1.2478365889374208,1.2459808988735217,2.6207894028418153,0.0,0.338622231732286,0.0
odom,1775706515.230386,1775118243.6762512,-1.2345415356111762,0.9410587358187451,2.6607206045984637,-1.8949301440046353e-05,0.0037653913164593126,0.0
ekf_slam,1775706515.2447367,1775118243.1438708,-1.3966497746632298,0.7576565296374296,2.677664440896785,0.0,0.0,0.0
odom,1775706515.2485926,1775118243.6932511,-1.2343767031072135,0.941306623309157,2.6607660985716506,-1.7811588228893603e-05,0.005637947945554358,0.0
odom,1775706515.3316267,1775118243.7052512,-1.2342090846182663,0.9415596256152652,2.660766736202006,-1.5108177865610114e-05,0.006872056385535668,0.0
odom,1775706515.332171,1775118243.7212512,-1.2340482824808032,0.9418021399391604,2.660729791215743,-1.3149997852872487e-05,0.005109039114716182,0.0
odom,1775706515.3326905,1775118243.7532513,-1.2338848837873146,0.9420486084920998,2.660547604173621,-1.4709258141013652e-05,-0.00035123713870036013,0.0
odom,1775706515.333183,1775118243.7742512,-1.233691550642909,0.9423561562123751,2.659887522307948,-1.4538496740267005e-05,-0.00726454596252238,0.0
odom,1775706515.348706,1775118243.7912512,-1.2334985020273252,0.9426628282184699,2.6593843226771843,-1.3428482964082802e-05,-0.008149502104219358,0.0
odom,1775706515.3714118,1775118243.8022513,-1.2333539258328556,0.9428783684671888,2.6593609725477836,-1.1175893118432184e-05,-0.005624315071415715,0.0
odom,1775706515.388278,1775118243.8202512,-1.2332556932490453,0.9431306440272534,2.6608853916001185,0.001750576627913434,0.08237829840149714,0.0
enc,1775706515.4037068,1775118243.9642513,-1.247932953941642,1.2460337886892607,2.6396337205434186,0.002074061169360252,0.3555533433189004,0.0
imu_raw,1775706515.4038243,1775118243.9742513,0.0,0.0,2.8797241103590427,0.0,0.32278497473328766,0.2633702200384533
mag_raw,1775706515.4038978,1775118243.9452512,0.0,0.0,2.6391825701578084,0.0,0.0,0.0
enc,1775706515.4060717,1775118243.9922512,-1.2480243910076205,1.2460827120326747,2.6503002743402986,0.003703680659571877,0.38095001069882173,0.0
imu_raw,1775706515.4061859,1775118244.0512512,0.0,0.0,2.914216783960332,0.0,0.4479573659252391,-0.2681587694936979
mag_raw,1775706515.4062665,1775118243.9832513,0.0,0.0,2.6645579010611393,0.0,0.0,0.0
enc,1775706515.4079359,1775118244.0452514,-1.2480243910076205,1.2460827120326747,2.67291355730685,0.0,0.42666401198268045,0.0
mag_raw,1775706515.4080539,1775118244.0222514,0.0,0.0,2.697811672306979,0.0,0.0,0.0
enc,1775706515.408305,1775118244.0732512,-1.248070938840393,1.246105556220241,2.685357870069877,0.001851840329785942,0.4444416791486254,0.0
odom,1775706515.4084568,1775118243.8552513,-1.233357841572031,0.9434905370269194,2.671588411389704,0.006053506049514186,0.30676241006717364,0.0
imu_raw,1775706515.4085567,1775118244.0892513,0.0,0.0,2.933931224662605,0.0,0.5187996128551521,-0.0909824396496475
mag_raw,1775706515.4086185,1775118244.0602512,0.0,0.0,2.697811672306979,0.0,0.0,0.0
odom,1775706515.4291656,1775118243.8682513,-1.233311679842771,0.9437797783325473,2.6755252305316453,0.007087534717470873,0.3072456917467242,0.0
odom,1775706515.4519947,1775118243.8832512,-1.2332337131567515,0.9440484872865009,2.680018168274143,0.006314229308513684,0.3063485780949481,0.0
odom,1775706515.4683151,1775118243.8972514,-1.2331089672969464,0.9443063905195227,2.6842221393739787,0.00453792366220138,0.3075162576038172,0.0
odom,1775706515.5395503,1775118243.9112513,-1.232940960957822,0.944569404737209,2.688466711875502,0.0022601743668251924,0.31429188866236196,0.0
odom,1775706515.5400527,1775118243.9452512,-1.2328156042096103,0.9448723109685531,2.6994162078080186,0.0017764847190614073,0.32632076699225343,0.0
odom,1775706515.5403054,1775118243.9642513,-1.2326941863920085,0.9451389560337962,2.705904611125106,0.001907068617421891,0.3382418635778948,0.0
odom,1775706515.5886147,1775118243.9832516,-1.2326013928114032,0.9454214234770025,2.7127950569358137,0.002786286883916529,0.35618379634671976,0.0
odom,1775706515.589151,1775118244.0222514,-1.2325156302808764,0.9456891550753569,2.7283725080062733,0.002162201103105654,0.3998096716979607,0.0
odom,1775706515.5902553,1775118244.0452514,-1.2323558803494923,0.9459246226362422,2.7382105825500758,0.0010474144811410155,0.42440097807608507,0.0
odom,1775706515.6086495,1775118244.0602512,-1.2322099739618757,0.9461787309849792,2.7447200544573405,0.0009902837677539414,0.43490965614929866,0.0
odom,1775706515.6291573,1775118244.0732512,-1.2320772992519855,0.9464368657876636,2.7504436468305378,0.00139576512249699,0.4456464251498528,0.0
odom,1775706515.6486025,1775118244.0892513,-1.2319406952057572,0.9467069876320781,2.757534616682633,0.001596244337186466,0.45648871754268366,0.0
odom,1775706515.6727788,1775118244.1089618,-1.2318076117576342,0.9469836078754252,2.766294658172057,0.0016909740695560777,0.4587591764327405,0.0
odom,1775706515.690547,1775118244.1288233,-1.2316721912767927,0.9472654435582948,2.775088747220901,0.001734081511343698,0.4596350276293397,0.0
enc,1775706515.701696,1775118244.1802514,-1.248070938840393,1.246105556220241,2.7462286664647713,0.0,0.5688853493102406,0.0
imu_raw,1775706515.7018516,1775118244.1922512,0.0,0.0,2.996392469082084,0.0,0.6064202866895181,-0.40702670369579147
mag_raw,1775706515.7019691,1775118244.1632512,0.0,0.0,2.7969049196450744,0.0,0.0,0.0
enc,1775706515.7058966,1775118244.2082512,-1.2480227514256041,1.246086411228798,2.7634136698041893,-0.0018518403297859386,0.6137527950147684,0.0
imu_raw,1775706515.7060075,1775118244.2692513,0.0,0.0,3.0500387910400666,0.0,0.6967042028896704,-0.24421602221747488
mag_raw,1775706515.7060895,1775118244.2012513,0.0,0.0,2.755628337019826,0.0,0.0,0.0
enc,1775706515.7063644,1775118244.2612512,-1.2478158939924235,1.246011951918247,2.7960771538203013,-0.0041481223387205,0.6162924617527606,0.0
imu_raw,1775706515.7064452,1775118244.3072512,0.0,0.0,3.0792762971202614,0.0,0.7694107194756337,-0.19633052766502881
mag_raw,1775706515.706517,1775118244.2402513,0.0,0.0,2.755628337019826,0.0,0.0,0.0
enc,1775706515.7067454,1775118244.2892513,-1.2478649957059853,1.2460286140055394,2.8144474862256152,0.0018518403297859386,0.6560805739813041,0.0
imu_raw,1775706515.706823,1775118244.3462512,0.0,0.0,3.105949225542635,0.0,0.6839206395338966,0.3495641102328562
mag_raw,1775706515.7069104,1775118244.2782512,0.0,0.0,2.8234091694720225,0.0,0.0,0.0
enc,1775706515.7071939,1775118244.3422513,-1.2479703084097276,1.2460601224342205,2.850879833782048,0.002074061169360257,0.6874031304165407,0.0
imu_raw,1775706515.707284,1775118244.3842514,0.0,0.0,3.135723293584774,0.0,0.7835259040143006,0.12929083529160434
mag_raw,1775706515.7073634,1775118244.3552513,0.0,0.0,2.844889489266135,0.0,0.0,0.0
enc,1775706515.7075977,1775118244.3702512,-1.2480202815697727,1.2460739514224872,2.8716203550537593,0.001851840329785935,0.7407361319143759,0.0
mag_raw,1775706515.7076666,1775118244.3932512,0.0,0.0,2.883041166233679,0.0,0.0,0.0
enc,1775706515.7078652,1775118244.3982513,-1.2480202815697727,1.2460739514224872,2.8917684615628136,0.0,0.719572242431108,0.0
odom,1775706515.7087433,1775118244.1632512,-1.2315663055627235,0.9474509623782049,2.7943466951774822,0.0009553139628957185,0.5553844888786923,0.0
ekf_slam,1775706515.7177696,1775118243.5613194,-1.4328656507953255,0.7684149293238549,2.6638570227757583,0.0,0.0,0.0
odom,1775706515.8027155,1775118244.1802514,-1.2314151583588904,0.9476689714177536,2.8041043189762687,0.0004276194296926794,0.5673969834927273,0.0
odom,1775706515.8035362,1775118244.1922512,-1.2312476215387214,0.9478946507178101,2.8111480113179543,-0.00022465244790659744,0.5811138118156244,0.0
odom,1775706515.8038154,1775118244.2082512,-1.231066069698768,0.9481166534882949,2.8207864591054768,-0.0010806777346494864,0.6085424523588089,0.0
odom,1775706515.8040786,1775118244.2402513,-1.2308188135850606,0.9483381389140628,2.840372212660261,-0.002230378117307824,0.6183853052655007,0.0
odom,1775706515.8132498,1775118244.2612512,-1.230597315722,0.9485023928838796,2.8536771701339325,-0.003257951639911171,0.6304256728087688,0.0
odom,1775706515.8286166,1775118244.2782512,-1.2304511557259314,0.9487087328112543,2.8647679317230046,-0.0019466528603618591,0.6533594384076339,0.0
odom,1775706515.8496594,1775118244.2892513,-1.2303522040840265,0.9489076464653127,2.8721884643993714,-9.85892416845264e-05,0.6701993880711864,0.0
odom,1775706515.8687296,1775118244.3072512,-1.230239806379328,0.94911992151877,2.88449838078095,0.0008541553362035188,0.6869697517043214,0.0
odom,1775706515.8885975,1775118244.3422513,-1.230147419427357,0.9493509678375506,2.908336871972678,0.0013651815409758505,0.6866807829740288,0.0
odom,1775706515.908242,1775118244.3552513,-1.230018508510755,0.9495836926439922,2.9175019990514808,0.0015897966804110705,0.700154280833786,0.0
odom,1775706515.9305964,1775118244.3702512,-1.2299042034609091,0.9497870967154224,2.928566421197709,0.001650241223064531,0.7359000661150235,0.0
odom,1775706516.017994,1775118244.3842514,-1.2297673493017969,0.9499975359958014,2.9388071066719372,0.0012200177620091185,0.7393764567579002,0.0
enc,1775706516.0186698,1775118244.4512513,-1.2481278290843658,1.2460966907881843,2.9332259605063404,0.002074061169360257,0.7822173553015809,0.0
odom,1775706516.018899,1775118244.3982513,-1.2296181136665487,0.950206607140891,2.9488792810429456,0.0005445397096945927,0.7360619030458376,0.0
imu_raw,1775706516.0190175,1775118244.4612513,0.0,0.0,-3.0861052481875255,0.0,0.7968421158432315,0.2585816705832087
mag_raw,1775706516.019092,1775118244.4322512,0.0,0.0,2.8964123994622906,0.0,0.0,0.0
enc,1775706516.0193083,1775118244.4792511,-1.2481787818129333,1.246106302088456,2.9551516544221497,0.001851840329785935,0.7830639108809114,0.0
odom,1775706516.0194163,1775118244.418007,-1.2294618480105617,0.95043018378247,2.963105397205497,0.00019044256615030863,0.7345559662605998,0.0
imu_raw,1775706516.0194905,1775118244.5382512,0.0,0.0,-3.0233745177794735,0.0,0.8146858396939991,-0.23463892330698566
mag_raw,1775706516.0196223,1775118244.4702513,0.0,0.0,2.8964123994622906,0.0,0.0,0.0
enc,1775706516.019857,1775118244.5322514,-1.2482875541885963,1.2461221837022007,2.996609339860827,0.002074061169360257,0.7822173553015809,0.0
odom,1775706516.0199997,1775118244.4322512,-1.2293275766114073,0.9506514799761042,2.9738053976521104,0.0006837879166338066,0.7610761255626257,0.0
imu_raw,1775706516.0201037,1775118244.5762513,0.0,0.0,-2.991120964125396,0.0,0.8487753419760624,-0.6081457808160649
mag_raw,1775706516.020177,1775118244.5092514,0.0,0.0,2.8964123994622906,0.0,0.0,0.0
enc,1775706516.0204043,1775118244.5602512,-1.2482875541885963,1.2461221837022007,3.0203127927427826,0.0,0.846555579330715,0.0
imu_raw,1775706516.0205457,1775118244.6792512,0.0,0.0,-2.9042457945705036,0.0,0.84344885724449,-0.24421602221747488
mag_raw,1775706516.020636,1775118244.5472512,0.0,0.0,2.9593418526885102,0.0,0.0,0.0
enc,1775706516.0208535,1775118244.6672513,-1.2482875541885963,1.2461221837022007,3.1116189873351248,0.0,0.8533280239653609,0.0
mag_raw,1775706516.020923,1775118244.6502512,0.0,0.0,3.0875299777129603,0.0,0.0,0.0
enc,1775706516.021123,1775118244.6952512,-1.2482875541885963,1.2461221837022007,3.1353224402170805,0.0,0.846555579330715,0.0
mag_raw,1775706516.0211916,1775118244.6882513,0.0,0.0,-3.120592366911512,0.0,0.0,0.0
odom,1775706516.0285802,1775118244.4512513,-1.2292076623504213,0.9508797339009527,2.9883793952773128,0.0012931637801105954,0.7754114690006259,0.0
odom,1775706516.0480154,1775118244.4702513,-1.2290825968036192,0.9511111558858852,3.002966941769887,0.0014795789615752565,0.7813918784176695,0.0
mag_raw,1775706516.0493643,1775118244.7272513,0.0,0.0,-3.120592366911512,0.0,0.0,0.0
odom,1775706516.071263,1775118244.5092514,-1.2289725699156444,0.9513744997991767,3.0330955540986877,0.0015693449729192596,0.7846360996821382,0.0
odom,1775706516.0908687,1775118244.5322514,-1.2288587987305823,0.9515953989546618,3.0509521682521092,0.0016763627384796414,0.7869681941809786,0.0
enc,1775706516.0916455,1775118244.7482512,-1.2482875541885963,1.2461221837022007,-3.102636504478659,0.0,0.8533280239653609,0.0
imu_raw,1775706516.0917654,1775118244.7562513,0.0,0.0,-2.838684903400905,0.0,0.8514385843418486,0.11492518692587053
mag_raw,1775706516.0945356,1775118244.7652512,0.0,0.0,-3.120592366911512,0.0,0.0,0.0
enc,1775706516.0952127,1775118244.7762513,-1.2482875541885963,1.2461221837022007,-3.0777476670262978,0.0,0.8888833582972508,0.0
odom,1775706516.1086285,1775118244.5472512,-1.2287002950177164,0.9518225031134502,3.062982203109749,0.001199154066181605,0.8056786049972229,0.0
imu_raw,1775706516.1120462,1775118244.7942512,0.0,0.0,-2.805257598941617,0.0,0.8796689534191824,-0.10534808801538131
odom,1775706516.128654,1775118244.5602512,-1.2285732075367268,0.9519601428140243,3.0742709767275485,0.000500402970672134,0.8325678240782891,0.0
enc,1775706516.141813,1775118244.8292513,-1.2482875541885963,1.2461221837022007,-3.030008728848903,0.0,0.9007351364078809,0.0
odom,1775706516.1495662,1775118244.5762515,-1.228440869203421,0.9521132280060144,3.0879898700769597,0.00014733313831575743,0.8414064588930975,0.0
imu_raw,1775706516.1500683,1775118244.8332512,0.0,0.0,-2.767844869900577,0.0,0.9592999001561898,-0.4453350993377483
mag_raw,1775706516.1541615,1775118244.8422513,0.0,0.0,-2.986908308516456,0.0,0.0,0.0
odom,1775706516.1687121,1775118244.6502512,-1.2282673341006474,0.9523057031802612,-3.1326514753345878,-0.00023913257629437873,0.8463546364283473,0.0
enc,1775706516.1693397,1775118244.8572512,-1.2482361976174887,1.2461293293474103,-3.0033423443567027,-0.001851840329785935,0.9523750267470544,0.0
odom,1775706516.2444658,1775118244.6672513,-1.2281198436788385,0.9524533214695136,-3.117926260593361,-0.0003340001902640895,0.8492496264159802,0.0
ekf_slam,1775706516.2448368,1775118243.9911146,-1.430091608091474,0.7633099148161211,2.715522855735343,0.0,0.0,0.0
enc,1775706516.2452009,1775118244.8852513,-1.2482361976174887,1.2461293293474103,-2.977268324168515,0.0,0.9312111372637867,0.0
odom,1775706516.2453458,1775118244.6792512,-1.2279658733373486,0.9526135973989748,-3.107637050758811,-0.0003220486892054576,0.8491579669792826,0.0
imu_raw,1775706516.245451,1775118244.8712513,0.0,0.0,-2.7323528044268244,0.0,0.9339990976812209,-0.15802213202307197
mag_raw,1775706516.245541,1775118244.8802512,0.0,0.0,-2.986908308516456,0.0,0.0,0.0
odom,1775706516.2458372,1775118244.6952512,-1.227809361212773,0.9527777453834044,-3.094068949911246,-0.00029739990406118383,0.8476242613635222,0.0
odom,1775706516.2492614,1775118244.7272513,-1.227632503878906,0.9529626331772282,-3.066993120829578,-0.0003471388455008588,0.8489602199585427,0.0
odom,1775706516.268358,1775118244.7482512,-1.227455506952083,0.9531541119573261,-3.0492868446980594,-0.00035503273969339635,0.8510037309219268,0.0
odom,1775706516.2942545,1775118244.7652512,-1.227270366309891,0.9533584304882465,-3.0347189643376478,-0.00034165278204251025,0.8618415918533292,0.0
odom,1775706516.309491,1775118244.7762513,-1.22712918875522,0.9534826380346307,-3.0245188572313633,-0.00029679323251063325,0.8740046884981263,0.0
enc,1775706516.3151662,1775118244.9382513,-1.2483436311884806,1.2461060575947611,-2.9282730981443468,0.00207406116936025,0.9244386926291409,0.0
imu_raw,1775706516.3153186,1775118244.9482512,0.0,0.0,-2.662731742074638,0.0,0.9041707831844155,-0.1628106814783166
mag_raw,1775706516.3154337,1775118244.9192512,0.0,0.0,-2.986908308516456,0.0,0.0,0.0
enc,1775706516.3158224,1775118244.9662511,-1.248293265875369,1.2461183820775723,-2.9016067136521464,-0.001851840329785935,0.9523750267470544,0.0
mag_raw,1775706516.3159256,1775118244.9572513,0.0,0.0,-2.97576858100524,0.0,0.0,0.0
mag_raw,1775706516.3172202,1775118244.9962513,0.0,0.0,-2.875543976674554,0.0,0.0,0.0
odom,1775706516.329327,1775118244.7942512,-1.2269757201248517,0.9536227108109602,-3.008238749266424,-0.0002911051735429438,0.8828346252239715,0.0
enc,1775706516.3308444,1775118245.0192513,-1.2483985544076963,1.2460867912510105,-2.850098680228335,0.002074061169360257,0.9718458050716609,0.0
imu_raw,1775706516.3406541,1775118245.0252512,0.0,0.0,-2.6037127678626826,0.0,0.7664811528732688,-2.523565562913907
mag_raw,1775706516.3437061,1775118245.0342512,0.0,0.0,-2.8656835610076885,0.0,0.0,0.0
odom,1775706516.3500302,1775118244.8292513,-1.2268079783859587,0.9537780107237896,-2.9762142171176325,-0.0003687470943485991,0.9099944338418893,0.0
enc,1775706516.3567932,1775118245.0472512,-1.248546359022744,1.2460383060517932,-2.8246174683802323,0.005555520989357819,0.9100472477805186,0.0
odom,1775706516.368542,1775118244.8422513,-1.2266224364769367,0.9539464619522962,-2.9639045386083143,-0.0007874497539218323,0.9226773364935245,0.0
odom,1775706516.3883998,1775118244.8572512,-1.226421584088318,0.9541219335514148,-2.949615010550996,-0.0014720303340349417,0.9380457906893797,0.0
odom,1775706516.4636242,1775118244.8712513,-1.226231464709853,0.954305983169398,-2.9365609433471667,-0.0013426017015608443,0.939135900685324,0.0
odom,1775706516.4643414,1775118244.8852513,-1.2260556707588826,0.9544902733945858,-2.9237161126798417,-0.0008063210370959609,0.9344769272877892,0.0
odom,1775706516.4646182,1775118244.9192512,-1.225884786452569,0.9546907375479762,-2.8925411392384555,2.7352108293904895e-05,0.9288002114085647,0.0
odom,1775706516.472888,1775118244.9382513,-1.225735782669476,0.9548849724903575,-2.875460250967716,0.0008444434636259521,0.9238540510277095,0.0
